,opinion_id,author,recommendation,stars,content,pros,cons,useful,unuseful,post_date,purchase_date
79,3628573,Kupujący,Polecam,5.0,Produkt godny polecenia,[],[],1,4,2016-03-07 10:08:04,2016-02-16 11:04:25
80,3512343,Użytkownik Ceneo,Polecam,5.0,"Jestem zadowolony po okresie jednego miesiąca użytkownikowania polecam 
Jurek",[],[],2,1,2016-01-04 12:56:12,
81,8096959,Sobol2018,Polecam,5.0,"Myślę że w tej kwocie pieniężnej nie znajdziecie Państwo nic fajniejszego.
Polecam",[],[],0,0,2018-07-01 12:19:56,
82,4817152,Użytkownik Ceneo,Polecam,5.0,Używam od roku wszytko śmiga jak najlepiej. Poważny minus to bateria tak to POLECAM,[],[],0,0,2017-07-04 16:57:25,
83,3606414,Użytkownik Ceneo,Polecam,5.0,"Super telenonik z fajnymi podzespołami.Zero zacięć,bardzo szybki. każdemu polecam.",[],[],0,0,2016-02-26 16:46:06,
84,3523201,Piotr,Polecam,5.0,"Najwyższej jakości produkt,naprawdę świetna jakość obrazu i dźwięku.Warty polecenia.",[],[],0,1,2016-01-09 17:31:21,
85,4585183,nitusss,Polecam,5.0,Godny polecenia!!!!:),['funkcjonalność'],[],0,0,2017-04-19 18:36:07,
86,4212573,Użytkownik Ceneo,Polecam,5.0,Telefon pierwsza klasa. Teraz trzeba sie przerzucić na galaxy s7 edge,[],[],0,0,2016-11-18 17:35:04,
87,6685532,Użytkownik Ceneo,Polecam,5.0,Super telefon!,"['bateria lądująca w godzine 100%', 'łatwość obsługi', 'wygląd']",[],0,0,2018-03-07 22:30:59,
88,7996412,Użytkownik Ceneo,Polecam,4.5,Polecam mam 4 lata i działa bez zarzutów,[],[],0,0,2018-05-28 10:20:11,
89,3575177,Użytkownik Ceneo,Nie polecam,1.0,Nie polecam. Niby telefon dobry ale bardzo szybko się grzeje przez co bateria robi się coraz słabsza i trzeba kupić nową. Telefon wyglądem nie powala a parametry ma takie same co inne telefony z tańszej półki.,[],[],1,9,2016-02-09 18:07:52,
90,6645166,Użytkownik Ceneo,Polecam,5.0,to jest super polecam.,[],[],0,0,2018-02-26 20:33:25,
91,6645154,Użytkownik Ceneo,Polecam,5.0,to jest super polecam.,[],[],0,0,2018-02-26 20:31:44,
92,3567631,PawelDudzic,Polecam,5.0,telefon godny polecenia,[],[],2,16,2016-02-04 20:11:03,2016-01-27 16:55:50
93,3319394,Krzysztof,,3.0,"Bardzo dobry telefon i akcesoria do telefonu firmy Samsung 
polecam ten telefon dobry do pracy i nie tylko",[],[],3,12,2015-09-13 09:08:16,
94,3463034,ja,Polecam,5.0,Polecam!!!,[],[],14,36,2015-12-09 08:22:49,2015-11-18 10:11:05
95,4962256,Ula,Polecam,4.0,"Telefon ze świetnym aparatem i płynnością działania. Niestety obudowa jest mało wytrzymała. Miałam problem, jak większość znajomych, z głośnikiem - dopiero po aktualizacji słysząłam dobrze rozmówców. Bateria standardowo trzyma ok 1,5 dnia przy używaniu internetu i kilkunastu minutach grania w gry dziennie.",[],[],0,0,2017-08-21 11:31:45,
96,3372211,Użytkownik Ceneo,Nie polecam,1.5,Zamiast s5 neo polecam sg j5. Koszt  750 zł a w użytkowaniu  prawie jak S5 neo. Brakuje mu co prawda paru rzeczy ale jakość połączeń  jest  super. Bateria trzyma 3 dni.,[],[],6,14,2015-10-18 16:07:05,
97,3498168,Użytkownik Ceneo,Nie polecam,2.0,Telefon jest do wszystkiego tylko nie do dzwonienia. Jakość rozmów faaatalna.,[],[],2,5,2015-12-28 12:14:47,
98,3485855,Użytkownik Ceneo,Nie polecam,0.5,"tragiczna jakość rozmów, oddany do serwisu po raz kolejny, za każdym razem to samo.",['funkcjonalność'],['bateria dwa dni trzyma przy dość intensy'],1,10,2015-12-19 22:01:53,
99,3599873,Użytkownik Ceneo,Nie polecam,1.5,"Telefon z dużym czytelnym i czułym ekranem. Szybkość działania systemu dobra. Dużo pamięci. Tu się zalety kończą. Słaba bateria, zamotany system z dużą ilością wad. Niepotrzebna nakładka samsunga. Może to kwestia przyzwyczajenie ale wolałem poprzedniego androida.",[],"['funkcjonalność', 'wady oprogramowania']",2,3,2016-02-23 14:06:35,
100,3636804,Użytkownik Ceneo,Polecam,5.0,Uzywam s 5 neo od okolo miesiaca tel moge polecic ladnie smiga nic sie nie wiesza jakosc polaczen dobra,['funkcjonalność'],[],0,0,2016-03-11 13:51:25,
101,5134297,Użytkownik Ceneo,Polecam,5.0,Jeden z lepszych telefonow jakie wyszly na nasz rynek.,"['bateria dwa dni trzyma przy dość intensy', 'bateria lądująca w godzine 100%', 'czas pracy na baterii', 'łatwość obsługi', 'wady oprogramowania', 'wododporność', 'wygląd', 'wyświetlacza:  design:  żywotność']","['potrafi zamulac', 'słaba jakość dźwięku z głośniczka']",0,0,2017-10-17 17:48:36,
102,4233749,Użytkownik Ceneo,Polecam,4.5,Funkcjonalny i prosty w obsłudze. Bateria wytrzymuje dość długi czas.,[],[],0,0,2016-11-25 16:11:52,
103,4233119,Użytkownik Ceneo,Polecam,4.5,"łądny z wyglądu, funkcjonalny, wytrzymały, jestem bardzo zadowolona",[],[],0,0,2016-11-25 11:02:46,
104,4234011,Użytkownik Ceneo,Polecam,4.5,Ogólnie jest to bardzo dobry sprzęt jak na swoją półkę,[],[],0,0,2016-11-25 18:07:58,
105,3469546,Użytkownik Ceneo,Polecam,4.0,ja tesz polecam,[],[],1,5,2015-12-11 17:37:42,
106,8273869,Użytkownik Ceneo,,5.0,"5,0/5",[],[],0,0,2018-08-22 20:58:34,
107,8096954,Użytkownik Ceneo,,5.0,"5,0/5",[],[],0,0,2018-07-01 12:10:17,
108,6578632,Użytkownik Ceneo,,5.0,"5,0/5",[],[],0,0,2018-02-11 13:22:33,
109,3493452,Użytkownik Ceneo,Nie polecam,0.5,Zawiodłem sie,[],[],1,21,2015-12-24 21:02:47,
110,4851042,Użytkownik Ceneo,Polecam,4.5,"4,5/5",[],[],0,0,2017-07-14 13:08:11,2017-07-09 00:36:16
111,4678242,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2017-05-18 18:56:55,2017-05-08 22:20:07
112,4666337,Użytkownik Ceneo,Polecam,4.5,"4,5/5",[],[],0,0,2017-05-15 17:47:02,
113,4597713,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2017-04-23 22:00:06,
114,4472191,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2017-03-04 16:01:35,
115,4280017,Użytkownik Ceneo,Polecam,4.0,"4,0/5",[],[],0,0,2016-12-12 10:58:22,
116,4234770,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-11-25 23:07:01,
117,4097980,Użytkownik Ceneo,Polecam,4.5,"4,5/5",[],[],0,0,2016-10-24 20:49:28,
118,3779877,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-06-11 14:18:12,
119,3683287,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-04-08 18:39:58,
120,3655644,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-03-23 22:04:12,
121,3626390,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-03-06 12:39:39,
122,3619679,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-03-03 17:35:13,
123,3585567,Użytkownik Ceneo,Polecam,4.0,"4,0/5",[],[],0,0,2016-02-16 08:50:38,
124,3520493,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-01-07 23:15:21,
125,3520481,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-01-07 23:09:18,
126,3510796,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2016-01-03 19:11:33,
127,3502307,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2015-12-29 18:45:09,
128,3455136,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2015-12-04 22:52:58,
129,3442558,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2015-11-27 13:16:18,
130,3430751,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2015-11-21 13:41:11,
131,3430195,Użytkownik Ceneo,Polecam,5.0,"5,0/5",[],[],0,0,2015-11-21 01:09:18,
